Date,Visitor,G,Home,G,,Att.,LOG,Notes
2020-03-06,Colorado Avalanche,3,Vancouver Canucks,6,,18871,2:36,
2020-03-06,Vegas Golden Knights,0,Winnipeg Jets,4,,15325,2:27,
2020-03-07,Tampa Bay Lightning,5,Boston Bruins,3,,17850,2:54,
2020-03-07,Nashville Predators,1,Dallas Stars,0,,18532,2:30,
2020-03-07,Columbus Blue Jackets,1,Edmonton Oilers,4,,17085,2:29,
2020-03-07,Montreal Canadiens,1,Florida Panthers,4,,17873,2:20,
2020-03-07,Minnesota Wild,3,Los Angeles Kings,7,,16082,2:21,
2020-03-07,Carolina Hurricanes,3,New York Islanders,2,OT,13917,2:40,
2020-03-07,New Jersey Devils,6,New York Rangers,4,,17542,2:21,
2020-03-07,Buffalo Sabres,1,Philadelphia Flyers,3,,19781,2:23,
2020-03-07,Washington Capitals,5,Pittsburgh Penguins,2,,18656,2:26,
2020-03-07,Ottawa Senators,2,San Jose Sharks,1,OT,16018,2:26,
2020-03-08,Minnesota Wild,5,Anaheim Ducks,4,OT,15948,2:41,
2020-03-08,Vegas Golden Knights,5,Calgary Flames,3,,18841,2:27,
2020-03-08,St. Louis Blues,2,Chicago Blackhawks,0,,21815,2:29,
2020-03-08,Tampa Bay Lightning,4,Detroit Red Wings,5,SO,18841,2:38,
2020-03-08,Carolina Hurricanes,6,Pittsburgh Penguins,2,,18548,2:31,
2020-03-08,Colorado Avalanche,4,San Jose Sharks,3,,14694,2:26,
2020-03-08,Columbus Blue Jackets,2,Vancouver Canucks,1,,18871,2:22,
2020-03-09,Washington Capitals,2,Buffalo Sabres,3,SO,16539,2:48,
2020-03-09,Vegas Golden Knights,3,Edmonton Oilers,2,OT,17327,2:30,
2020-03-09,Colorado Avalanche,1,Los Angeles Kings,3,,15011,2:23,
2020-03-09,Florida Panthers,2,St. Louis Blues,1,,18096,2:27,
2020-03-09,Arizona Coyotes,2,Winnipeg Jets,4,,15325,2:29,
2020-03-10,Ottawa Senators,2,Anaheim Ducks,5,,15044,2:17,
2020-03-10,New York Rangers,4,Dallas Stars,2,,18195,2:26,
2020-03-10,Carolina Hurricanes,5,Detroit Red Wings,2,,17511,2:39,
2020-03-10,Nashville Predators,4,Montreal Canadiens,2,,21021,2:23,
2020-03-10,Pittsburgh Penguins,5,New Jersey Devils,2,,13473,2:19,
2020-03-10,Boston Bruins,2,Philadelphia Flyers,0,,19689,2:15,
2020-03-10,Tampa Bay Lightning,1,Toronto Maple Leafs,2,,19124,2:25,
2020-03-10,New York Islanders,4,Vancouver Canucks,5,SO,18871,2:40,
2020-03-11,St. Louis Blues,4,Anaheim Ducks,2,,16195,2:20,
2020-03-11,San Jose Sharks,2,Chicago Blackhawks,6,,21275,2:20,
2020-03-11,New York Rangers,2,Colorado Avalanche,3,OT,18025,2:37,
2020-03-11,Winnipeg Jets,4,Edmonton Oilers,2,,17165,2:15,
2020-03-11,Ottawa Senators,2,Los Angeles Kings,3,,12030,2:22
